PLAYER_ID,PLAYER_NAME_LAST_FIRST,PASS_TO,PASS_TEAMMATE_PLAYER_ID,PASS,AST
201142,"Durant, Kevin","Thompson, Klay",202691,516,120
203110,"Green, Draymond","Thompson, Klay",202691,529,115
203110,"Green, Draymond","Curry, Stephen",201939,1282,105
201142,"Durant, Kevin","Curry, Stephen",201939,892,103
203110,"Green, Draymond","Durant, Kevin",201142,842,98
201939,"Curry, Stephen","Thompson, Klay",202691,521,89
201939,"Curry, Stephen","Durant, Kevin",201142,686,78
2738,"Iguodala, Andre","Thompson, Klay",202691,249,48
201142,"Durant, Kevin","Looney, Kevon",1626172,247,47
201939,"Curry, Stephen","Green, Draymond",203110,815,41
2738,"Iguodala, Andre","Durant, Kevin",201142,460,37
2738,"Iguodala, Andre","Curry, Stephen",201939,397,36
1626172,"Looney, Kevon","Thompson, Klay",202691,179,33
2733,"Livingston, Shaun","Thompson, Klay",202691,216,32
203110,"Green, Draymond","Cousins, DeMarcus",202326,189,31
201142,"Durant, Kevin","Green, Draymond",203110,446,30
202691,"Thompson, Klay","Curry, Stephen",201939,212,27
202691,"Thompson, Klay","Durant, Kevin",201142,379,27
201939,"Curry, Stephen","Iguodala, Andre",2738,256,26
203110,"Green, Draymond","Iguodala, Andre",2738,275,25
201142,"Durant, Kevin","Jerebko, Jonas",201973,142,25
1626172,"Looney, Kevon","Curry, Stephen",201939,419,24
202326,"Cousins, DeMarcus","Thompson, Klay",202691,171,24
1626172,"Looney, Kevon","Durant, Kevin",201142,364,24
202691,"Thompson, Klay","Green, Draymond",203110,321,23
201973,"Jerebko, Jonas","Durant, Kevin",201142,307,22
1626188,"Cook, Quinn","Durant, Kevin",201142,321,22
201939,"Curry, Stephen","Jerebko, Jonas",201973,146,22
201939,"Curry, Stephen","Looney, Kevon",1626172,366,22
201142,"Durant, Kevin","Cook, Quinn",1626188,290,22
201939,"Curry, Stephen","McKinnie, Alfonzo",1628035,107,22
201973,"Jerebko, Jonas","Thompson, Klay",202691,185,21
201142,"Durant, Kevin","Bell, Jordan",1628395,108,20
203110,"Green, Draymond","Looney, Kevon",1626172,91,20
2738,"Iguodala, Andre","Looney, Kevon",1626172,136,20
202691,"Thompson, Klay","Cousins, DeMarcus",202326,160,20
202326,"Cousins, DeMarcus","Curry, Stephen",201939,201,19
1626188,"Cook, Quinn","Thompson, Klay",202691,223,19
201142,"Durant, Kevin","Iguodala, Andre",2738,254,19
201142,"Durant, Kevin","Cousins, DeMarcus",202326,182,18
1628395,"Bell, Jordan","Cook, Quinn",1626188,342,17
202691,"Thompson, Klay","Looney, Kevon",1626172,174,17
201142,"Durant, Kevin","McKinnie, Alfonzo",1628035,59,17
203110,"Green, Draymond","McKinnie, Alfonzo",1628035,73,16
201973,"Jerebko, Jonas","Curry, Stephen",201939,230,16
201939,"Curry, Stephen","Cousins, DeMarcus",202326,204,15
1626188,"Cook, Quinn","Bell, Jordan",1628395,255,15
202326,"Cousins, DeMarcus","Green, Draymond",203110,243,15
2733,"Livingston, Shaun","Curry, Stephen",201939,177,15
202691,"Thompson, Klay","Iguodala, Andre",2738,144,15
2738,"Iguodala, Andre","Jerebko, Jonas",201973,117,15
203110,"Green, Draymond","Jerebko, Jonas",201973,107,14
2733,"Livingston, Shaun","Jerebko, Jonas",201973,170,14
2738,"Iguodala, Andre","Cook, Quinn",1626188,181,14
1626188,"Cook, Quinn","Jerebko, Jonas",201973,166,13
202326,"Cousins, DeMarcus","Durant, Kevin",201142,150,13
201142,"Durant, Kevin","Jones, Damian",1627745,68,13
2738,"Iguodala, Andre","McKinnie, Alfonzo",1628035,54,11
202691,"Thompson, Klay","Cook, Quinn",1626188,114,11
202691,"Thompson, Klay","Jerebko, Jonas",201973,97,11
1627745,"Jones, Damian","Thompson, Klay",202691,45,11
1626172,"Looney, Kevon","Iguodala, Andre",2738,183,10
201939,"Curry, Stephen","Jones, Damian",1627745,63,10
201939,"Curry, Stephen","Livingston, Shaun",2733,109,10
2733,"Livingston, Shaun","Green, Draymond",203110,214,9
2733,"Livingston, Shaun","Cousins, DeMarcus",202326,134,9
2738,"Iguodala, Andre","Green, Draymond",203110,244,9
1628395,"Bell, Jordan","Durant, Kevin",201142,141,9
202326,"Cousins, DeMarcus","Livingston, Shaun",2733,114,9
202691,"Thompson, Klay","Livingston, Shaun",2733,121,8
201939,"Curry, Stephen","Bell, Jordan",1628395,93,8
2733,"Livingston, Shaun","Looney, Kevon",1626172,87,8
2738,"Iguodala, Andre","Cousins, DeMarcus",202326,73,8
1626172,"Looney, Kevon","Jerebko, Jonas",201973,85,8
202326,"Cousins, DeMarcus","Cook, Quinn",1626188,90,8
201973,"Jerebko, Jonas","Cook, Quinn",1626188,272,8
201973,"Jerebko, Jonas","McKinnie, Alfonzo",1628035,59,8
1626188,"Cook, Quinn","Jones, Damian",1627745,62,7
1628980,"Evans, Jacob","Cook, Quinn",1626188,63,7
203110,"Green, Draymond","Livingston, Shaun",2733,214,7
1627745,"Jones, Damian","Durant, Kevin",201142,115,7
201973,"Jerebko, Jonas","Iguodala, Andre",2738,140,7
2733,"Livingston, Shaun","Iguodala, Andre",2738,142,7
201142,"Durant, Kevin","Livingston, Shaun",2733,112,7
202691,"Thompson, Klay","McKinnie, Alfonzo",1628035,29,7
2738,"Iguodala, Andre","Livingston, Shaun",2733,124,7
1628395,"Bell, Jordan","Lee, Damion",1627814,59,7
1626188,"Cook, Quinn","Iguodala, Andre",2738,131,7
1628395,"Bell, Jordan","Thompson, Klay",202691,69,7
2733,"Livingston, Shaun","Lee, Damion",1627814,35,6
1626172,"Looney, Kevon","Lee, Damion",1627814,34,6
203110,"Green, Draymond","Cook, Quinn",1626188,136,6
203110,"Green, Draymond","Jones, Damian",1627745,31,6
2733,"Livingston, Shaun","Durant, Kevin",201142,148,6
1628395,"Bell, Jordan","McKinnie, Alfonzo",1628035,62,6
202691,"Thompson, Klay","Jones, Damian",1627745,57,6
1626188,"Cook, Quinn","Looney, Kevon",1626172,84,6
1628395,"Bell, Jordan","Curry, Stephen",201939,158,6
202691,"Thompson, Klay","Bell, Jordan",1628395,68,5
2738,"Iguodala, Andre","Bell, Jordan",1628395,52,5
1626172,"Looney, Kevon","Livingston, Shaun",2733,113,5
1626172,"Looney, Kevon","McKinnie, Alfonzo",1628035,58,5
1628035,"McKinnie, Alfonzo","Cook, Quinn",1626188,149,5
1628035,"McKinnie, Alfonzo","Thompson, Klay",202691,44,5
1627745,"Jones, Damian","Curry, Stephen",201939,73,5
201973,"Jerebko, Jonas","Bell, Jordan",1628395,56,5
1626188,"Cook, Quinn","Lee, Damion",1627814,64,5
1626188,"Cook, Quinn","McKinnie, Alfonzo",1628035,94,5
1628980,"Evans, Jacob","Looney, Kevon",1626172,20,5
1627745,"Jones, Damian","Cook, Quinn",1626188,73,4
202691,"Thompson, Klay","Lee, Damion",1627814,12,4
2738,"Iguodala, Andre","Lee, Damion",1627814,14,4
1626172,"Looney, Kevon","Cook, Quinn",1626188,108,4
1628035,"McKinnie, Alfonzo","Curry, Stephen",201939,142,4
2733,"Livingston, Shaun","McKinnie, Alfonzo",1628035,32,4
2733,"Livingston, Shaun","Cook, Quinn",1626188,114,4
1628035,"McKinnie, Alfonzo","Durant, Kevin",201142,123,4
1628035,"McKinnie, Alfonzo","Cousins, DeMarcus",202326,22,4
202326,"Cousins, DeMarcus","Iguodala, Andre",2738,68,4
202326,"Cousins, DeMarcus","Jerebko, Jonas",201973,12,4
1627814,"Lee, Damion","Jerebko, Jonas",201973,34,4
1628395,"Bell, Jordan","Jerebko, Jonas",201973,85,4
1626188,"Cook, Quinn","Derrickson, Marcus",1629094,19,4
1626188,"Cook, Quinn","Livingston, Shaun",2733,132,4
1626188,"Cook, Quinn","Cousins, DeMarcus",202326,111,4
1628395,"Bell, Jordan","Evans, Jacob",1628980,56,4
201142,"Durant, Kevin","Lee, Damion",1627814,23,4
201939,"Curry, Stephen","Bogut, Andrew",101106,27,4
203110,"Green, Draymond","Bell, Jordan",1628395,13,3
203110,"Green, Draymond","Lee, Damion",1627814,15,3
201142,"Durant, Kevin","Bogut, Andrew",101106,17,3
201973,"Jerebko, Jonas","Lee, Damion",1627814,30,3
101106,"Bogut, Andrew","Curry, Stephen",201939,47,3
202326,"Cousins, DeMarcus","McKinnie, Alfonzo",1628035,27,3
1628395,"Bell, Jordan","Iguodala, Andre",2738,99,3
1627814,"Lee, Damion","Bell, Jordan",1628395,45,3
1628980,"Evans, Jacob","Jerebko, Jonas",201973,25,3
1628980,"Evans, Jacob","Bell, Jordan",1628395,49,3
202326,"Cousins, DeMarcus","Bell, Jordan",1628395,16,3
1628035,"McKinnie, Alfonzo","Looney, Kevon",1626172,40,3
201973,"Jerebko, Jonas","Green, Draymond",203110,96,2
101106,"Bogut, Andrew","Thompson, Klay",202691,16,2
1628980,"Evans, Jacob","McKinnie, Alfonzo",1628035,12,2
202691,"Thompson, Klay","Bogut, Andrew",101106,18,2
1626172,"Looney, Kevon","Green, Draymond",203110,193,2
202326,"Cousins, DeMarcus","Lee, Damion",1627814,15,2
1628395,"Bell, Jordan","Livingston, Shaun",2733,82,2
1628395,"Bell, Jordan","Jones, Damian",1627745,3,2
1628980,"Evans, Jacob","Derrickson, Marcus",1629094,2,2
201939,"Curry, Stephen","Lee, Damion",1627814,14,2
1628035,"McKinnie, Alfonzo","Jerebko, Jonas",201973,47,2
201939,"Curry, Stephen","Cook, Quinn",1626188,19,2
101106,"Bogut, Andrew","Durant, Kevin",201142,35,2
101106,"Bogut, Andrew","Green, Draymond",203110,38,2
201973,"Jerebko, Jonas","Looney, Kevon",1626172,42,2
1626188,"Cook, Quinn","Evans, Jacob",1628980,66,2
1628395,"Bell, Jordan","Looney, Kevon",1626172,11,2
1628395,"Bell, Jordan","Green, Draymond",203110,23,2
1626172,"Looney, Kevon","Derrickson, Marcus",1629094,1,1
1627814,"Lee, Damion","Cook, Quinn",1626188,78,1
1626188,"Cook, Quinn","Green, Draymond",203110,108,1
1628395,"Bell, Jordan","Cousins, DeMarcus",202326,19,1
1626188,"Cook, Quinn","Bogut, Andrew",101106,14,1
1628980,"Evans, Jacob","Lee, Damion",1627814,31,1
1627814,"Lee, Damion","Derrickson, Marcus",1629094,8,1
1628395,"Bell, Jordan","Derrickson, Marcus",1629094,8,1
1627814,"Lee, Damion","Evans, Jacob",1628980,17,1
202326,"Cousins, DeMarcus","Evans, Jacob",1628980,7,1
1627814,"Lee, Damion","Durant, Kevin",201142,35,1
1627814,"Lee, Damion","Curry, Stephen",201939,18,1
1627814,"Lee, Damion","McKinnie, Alfonzo",1628035,9,1
1629094,"Derrickson, Marcus","Jerebko, Jonas",201973,9,1
201142,"Durant, Kevin","Derrickson, Marcus",1629094,3,1
2733,"Livingston, Shaun","Bell, Jordan",1628395,64,1
1628035,"McKinnie, Alfonzo","Green, Draymond",203110,113,1
1628035,"McKinnie, Alfonzo","Derrickson, Marcus",1629094,5,1
1628035,"McKinnie, Alfonzo","Jones, Damian",1627745,3,1
101106,"Bogut, Andrew","McKinnie, Alfonzo",1628035,4,1
1627745,"Jones, Damian","Iguodala, Andre",2738,29,1
201973,"Jerebko, Jonas","Derrickson, Marcus",1629094,6,1
201973,"Jerebko, Jonas","Evans, Jacob",1628980,33,1
2738,"Iguodala, Andre","Evans, Jacob",1628980,8,1
1628980,"Evans, Jacob","Cousins, DeMarcus",202326,15,1
1626172,"Looney, Kevon","Bell, Jordan",1628395,15,1
2738,"Iguodala, Andre","Jones, Damian",1627745,14,1
1626172,"Looney, Kevon","Evans, Jacob",1628980,12,1
1628395,"Bell, Jordan","Bogut, Andrew",101106,3,0
1627814,"Lee, Damion","Looney, Kevon",1626172,26,0
1626188,"Cook, Quinn","Curry, Stephen",201939,17,0
1627814,"Lee, Damion","Thompson, Klay",202691,12,0
101106,"Bogut, Andrew","Bell, Jordan",1628395,4,0
101106,"Bogut, Andrew","Evans, Jacob",1628980,1,0
202691,"Thompson, Klay","Davis, Anthony",203076,1,0
1628980,"Evans, Jacob","Curry, Stephen",201939,3,0
1628980,"Evans, Jacob","Bogut, Andrew",101106,1,0
1628980,"Evans, Jacob","Iguodala, Andre",2738,9,0
1628980,"Evans, Jacob","Livingston, Shaun",2733,3,0
1628980,"Evans, Jacob","Jones, Damian",1627745,1,0
1628980,"Evans, Jacob","Thompson, Klay",202691,1,0
1628980,"Evans, Jacob","Green, Draymond",203110,6,0
1628980,"Evans, Jacob","Durant, Kevin",201142,4,0
202691,"Thompson, Klay","Derrickson, Marcus",1629094,1,0
1626172,"Looney, Kevon","Cousins, DeMarcus",202326,2,0
1626172,"Looney, Kevon","Moore, E'Twaun",202734,1,0
1626172,"Looney, Kevon","Jones, Damian",1627745,1,0
2738,"Iguodala, Andre","Bogut, Andrew",101106,8,0
202326,"Cousins, DeMarcus","Looney, Kevon",1626172,2,0
1627814,"Lee, Damion","Iguodala, Andre",2738,18,0
1627814,"Lee, Damion","Bogut, Andrew",101106,1,0
1627814,"Lee, Damion","Cousins, DeMarcus",202326,11,0
1627814,"Lee, Damion","Jones, Damian",1627745,5,0
1627814,"Lee, Damion","Livingston, Shaun",2733,34,0
1627814,"Lee, Damion","Green, Draymond",203110,15,0
101106,"Bogut, Andrew","Jerebko, Jonas",201973,6,0
101106,"Bogut, Andrew","Livingston, Shaun",2733,2,0
1627745,"Jones, Damian","Derrickson, Marcus",1629094,1,0
1627745,"Jones, Damian","Looney, Kevon",1626172,5,0
1627745,"Jones, Damian","Lee, Damion",1627814,5,0
101106,"Bogut, Andrew","Iguodala, Andre",2738,6,0
1627745,"Jones, Damian","Jerebko, Jonas",201973,14,0
1627745,"Jones, Damian","Green, Draymond",203110,43,0
201973,"Jerebko, Jonas","Jones, Damian",1627745,2,0
1628035,"McKinnie, Alfonzo","Lee, Damion",1627814,19,0
1628035,"McKinnie, Alfonzo","Bell, Jordan",1628395,31,0
203110,"Green, Draymond","Bogut, Andrew",101106,15,0
1628035,"McKinnie, Alfonzo","Evans, Jacob",1628980,35,0
203110,"Green, Draymond","Evans, Jacob",1628980,6,0
201973,"Jerebko, Jonas","Livingston, Shaun",2733,214,0
201973,"Jerebko, Jonas","Bogut, Andrew",101106,4,0
201973,"Jerebko, Jonas","Cousins, DeMarcus",202326,12,0
101106,"Bogut, Andrew","Lee, Damion",1627814,5,0
101106,"Bogut, Andrew","Cook, Quinn",1626188,13,0
1627745,"Jones, Damian","McKinnie, Alfonzo",1628035,1,0
1627745,"Jones, Damian","Bell, Jordan",1628395,3,0
1627745,"Jones, Damian","Livingston, Shaun",2733,2,0
1628035,"McKinnie, Alfonzo","Iguodala, Andre",2738,76,0
1628035,"McKinnie, Alfonzo","Bogut, Andrew",101106,3,0
201939,"Curry, Stephen","Bolden, Jonah",1628413,1,0
1629094,"Derrickson, Marcus","Livingston, Shaun",2733,4,0
1629094,"Derrickson, Marcus","Durant, Kevin",201142,3,0
1629094,"Derrickson, Marcus","Curry, Stephen",201939,2,0
1629094,"Derrickson, Marcus","Cook, Quinn",1626188,18,0
1629094,"Derrickson, Marcus","Lee, Damion",1627814,1,0
1629094,"Derrickson, Marcus","Jones, Damian",1627745,1,0
1629094,"Derrickson, Marcus","McKinnie, Alfonzo",1628035,2,0
1629094,"Derrickson, Marcus","Bell, Jordan",1628395,2,0
1629094,"Derrickson, Marcus","Evans, Jacob",1628980,7,0
201939,"Curry, Stephen","Derrickson, Marcus",1629094,2,0
1628035,"McKinnie, Alfonzo","Livingston, Shaun",2733,83,0
2733,"Livingston, Shaun","Jones, Damian",1627745,1,0
2733,"Livingston, Shaun","Bogut, Andrew",101106,2,0
2733,"Livingston, Shaun","Evans, Jacob",1628980,5,0
2733,"Livingston, Shaun","Derrickson, Marcus",1629094,3,0
201142,"Durant, Kevin","Evans, Jacob",1628980,3,0
